timestamp,state,action,reward,player1_life,player2_life,player1_position,player2_position
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['EAT', 'RIGHT']",0,10,10,"200,150","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['DOWN', 'EAT', 'LEFT']",0,10,10,"205,150","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['EAT', 'RIGHT']",0,10,10,"200,155","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['RIGHT', 'EAT']",0,10,10,"205,155","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'DOWN']",0,10,10,"210,155","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['DOWN'],0,10,10,"205,160","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['UP', 'RIGHT']",0,10,10,"205,165","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'DOWN']",0,10,10,"210,160","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['UP', 'EAT', 'DOWN']",0,10,10,"205,165","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['ATTACK', 'UP', 'EAT']",0,10,10,"205,165","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['DOWN', 'LEFT']",0,10,10,"205,160","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['ATTACK'],0,10,10,"200,165","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['UP'],0,10,10,"200,165","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['EAT', 'UP', 'LEFT']",0,10,10,"200,160","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'RIGHT']",0,10,10,"195,155","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['UP', 'RIGHT', 'LEFT']",0,10,10,"195,155","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'ATTACK', 'UP']",0,10,10,"195,150","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['ATTACK', 'EAT', 'LEFT']",0,10,10,"190,145","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['ATTACK'],0,10,10,"185,145","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'RIGHT', 'ATTACK']",0,10,10,"185,145","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['UP'],0,10,10,"185,145","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['UP', 'LEFT']",0,10,10,"185,140","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['ATTACK', 'UP']",0,10,10,"180,135","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['EAT'],0,10,10,"180,130","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['UP', 'RIGHT', 'LEFT']",0,10,10,"180,130","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['DOWN', 'ATTACK', 'EAT']",0,10,10,"180,125","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'RIGHT']",0,10,10,"180,130","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['ATTACK', 'LEFT', 'UP']",0,10,10,"180,130","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'EAT', 'ATTACK']",0,10,10,"175,125","600,150"
2025-01-14 22:19:40,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['EAT', 'UP']",0,10,10,"170,125","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['EAT', 'DOWN', 'RIGHT']",0,10,10,"170,120","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['RIGHT', 'UP', 'LEFT']",0,10,10,"175,125","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['EAT', 'DOWN']",0,10,10,"175,120","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'UP']",0,10,10,"175,125","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['LEFT'],0,10,10,"170,120","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['DOWN', 'RIGHT']",0,10,10,"165,120","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['ATTACK', 'DOWN', 'LEFT']",0,10,10,"170,125","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['EAT'],0,10,10,"165,130","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",['EAT'],0,10,10,"165,130","600,150"
2025-01-14 22:19:41,"[[0, 0, 0, 0], [0, 1, 1, 0], [0, 1, 1, 0], [0, 0, 0, 0]]","['LEFT', 'EAT', 'ATTACK']",0,10,10,"165,130","600,150"
